,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,HUMAN_FACTOR,INJURY
123569,123570,2017122829.0,201712000000000.0,5441,0,TRAF - ACCIDENT               ,2/22/2017 12:04,,24:00.0,2100 BLOCK S MONACO ST,3165396.0,1672419.0,-104.9123814,39.6781201,3.0,323.0,Goldsmith,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,CHANGING LANES,LANE VIOLATION,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,SOUTH,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
122696,122697,2017119099.0,201712000000000.0,5441,0,TRAF - ACCIDENT               ,2/20/2017 21:38,,2/20/2017 23:00,N SANTA FE DR / W ELLSWORTH AVE,3141057.0,1686289.0,-104.9985791,39.71659675,3.0,311.0,Baker,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,NORTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED PASSENGER,  ,SUV,NORTH,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
122695,122696,2017118980.0,201712000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/20/2017 20:30,,2/20/2017 21:16,3300 BLOCK N SHOSHONE ST,3137932.0,1703308.0,-105.0093607,39.76336385,1.0,113.0,Highland,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,HIT AND RUN UNKNOWN,NORTH,GOING STRAIGHT,IMPROPER PASSING ON LEFT,OTHER,  ,SUV,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122694,122695,2017118900.0,201712000000000.0,5441,0,TRAF - ACCIDENT               ,2/20/2017 19:33,,2/20/2017 20:58,W DARTMOUTH AVE / W COLGATE DR,3125131.0,1664099.0,-105.0555768,39.65590748,4.0,423.0,Bear Valley,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,CURVE ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTHEAST,PASSING,IMPROPER PASSING ON RIGHT,AGGRESSIVE DRIVING,  ,SUV,NORTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
122693,122694,2017118811.0,201712000000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,2/20/2017 18:34,,2/20/2017 18:34,4100 BLK N COLORADO BLVD,3157254.0,1707239.0,-104.94054569999999,39.77384848,2.0,221.0,Northeast Park Hill,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DUI/DWAI/DUID,0
123562,123563,2017122596.0,201712000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/22/2017 7:45,,2/22/2017 10:20,S PARKER RD / S QUEBEC ST,3167834.0,1679871.0,-104.90354609999999,39.69853383,3.0,322.0,Washington Virginia Vale,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,NORTHWEST,GOING STRAIGHT,CARELESS DRIVING,  ,  ,SUV,NORTHWEST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123563,123564,2017122603.0,201712000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/1/2017 10:00,,2/22/2017 10:30,1500 BLOCK N PENNSYLVANIA ST,3145949.0,1695151.0,-104.9810097,39.74084921,6.0,621.0,North Capitol Hill,0.0,0.0,PARKED MV WITH OTHER VEHICLE,  ,PARKED MV WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,  ,  ,  ,  ,  ,  ,  ,PASSENGER CAR/VAN,NORTH,PARKED,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123564,123565,2017122626.0,201712000000000.0,5441,0,TRAF - ACCIDENT               ,2/22/2017 10:36,,2/22/2017 11:24,E 31ST AVE / N YORK ST,3151882.0,1702434.0,-104.95975859999999,39.76074731,2.0,211.0,Whittier,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
123565,123566,2017122707.0,201712000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/22/2017 11:08,,2/22/2017 11:41,S FEDERAL BLVD / W WALSH PL,3133626.0,1681336.0,-105.02508590000002,39.70310932,4.0,412.0,Westwood,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,  ,  ,PASSENGER CAR/VAN,NORTH,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123566,123567,2017122709.0,201712000000000.0,5441,0,TRAF - ACCIDENT               ,2/22/2017 11:09,,2/22/2017 11:37,N CORONA ST / E SPEER BLVD,3147951.0,1687162.0,-104.9740553,39.718886299999994,3.0,311.0,Speer,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DISTRACTED CELLPHONE,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
122692,122693,201796860.0,20179700000000.0,5441,0,TRAF - ACCIDENT               ,2/11/2017 18:02,,2/11/2017 21:43,W 6TH AVE / N FEDERAL BLVD,3133569.0,1689465.0,-105.0251375,39.72542597,1.0,411.0,Barnum,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,LANE VIOLATION,DRIVER UNFAMILIAR WITH AREA,  ,PICKUP TRUCK/UTILITY VAN,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER UNFAMILIAR WITH AREA,0
122691,122692,201796826.0,20179700000000.0,5441,0,TRAF - ACCIDENT               ,2/11/2017 17:41,,2/11/2017 18:05,E YALE AVE / S MAGNOLIA ST,3165828.0,1668602.0,-104.91093459999999,39.66763387,3.0,323.0,Hampden,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,AGGRESSIVE DRIVING,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
122690,122691,201796825.0,20179700000000.0,5441,0,TRAF - ACCIDENT               ,2/11/2017 17:40,,2/11/2017 18:52,E 6TH AVE / N COLORADO BLVD,3157321.0,1689663.0,-104.9406923,39.72559838,2.0,311.0,Cherry Creek,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER INEXPERIENCE,0
123567,123568,2017122714.0,201712000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/20/2017 12:00,,2/22/2017 11:43,1800 BLOCK E COLFAX AVE,3150272.0,1694774.0,-104.96564550000001,39.73974548,6.0,622.0,Cheesman Park,0.0,0.0,PARKED MV WITH OTHER VEHICLE,  ,PARKED MV WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,  ,  ,  ,  ,  ,PASSENGER CAR/VAN,EAST,PARKED,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123568,123569,2017122742.0,201712000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/21/2017 13:00,,2/22/2017 11:24,2500 BLOCK E COLFAX AVE,3152636.0,1694876.0,-104.95723729999999,39.73998702,2.0,213.0,Congress Park,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,CARELESS DRIVING,NO APPARENT,  ,PICKUP TRUCK/UTILITY VAN,EAST,PARKED,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122669,122670,201795630.0,20179600000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,2/11/2017 3:10,,2/11/2017 3:10,1800 BLOCK N SPEER BLVD,3139045.0,1698757.0,-105.0054898,39.75085404,6.0,612.0,Auraria,0.0,0.0,BARRICADE,  ,BARRICADE,ON ROADWAY,NON INTERSECTION,HILLCREST,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,NORTHWEST,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,DUI/DWAI/DUID,0
122667,122668,201795564.0,20179600000000.0,5441,0,TRAF - ACCIDENT               ,2/11/2017 2:20,,2/11/2017 2:20,N BROADWAY ST / 21ST ST,3144134.0,1698766.0,-104.98739109999998,39.75080131,6.0,611.0,Five Points,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,SOUTHEAST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122625,122626,201759184.0,20175900000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 9:10,,1/27/2017 9:10,17700 BLOCK E GVR BLVD,3202459.0,1711095.0,-104.7796195,39.78355953,5.0,522.0,Gateway - Green Valley Ranch,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTHEAST,MAKING RIGHT TURN,FOLLOWED TOO CLOSELY,NO APPARENT,OTHER,PASSENGER CAR/VAN,NORTHEAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,OTHER,0
122639,122640,201775878.0,20177600000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/3/2017 8:00,,2/3/2017 10:03,E BOLLING DR / N EAGLE ST,3191551.0,1710337.0,-104.81845059999999,39.78170979,5.0,521.0,Montbello,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,ICY,DAY LIGHT,PASSENGER CAR/VAN,SOUTHEAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122636,122637,201759545.0,20176000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,1/27/2017 12:49,,1/27/2017 12:49,300 S BROADWAY ST,3144357.0,1684200.0,-104.9868906,39.71081142,3.0,312.0,Washington Park West,0.0,0.0,PARKED MV WITH OTHER VEHICLE,  ,PARKED MV WITH OTHER VEHICLE,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,SOUTHWEST,ENTERING/LEAVING PARKED POSITION,CARELESS DRIVING,OTHER,  ,PASSENGER CAR/VAN,NORTHWEST,PARKED,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122637,122638,201759549.0,20176000000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 12:50,,1/27/2017 12:50,22ND ST / LAWRENCE ST,3143590.0,1699980.0,-104.9893015,39.75414235,6.0,612.0,Five Points,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122638,122639,201759569.0,20176000000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 13:00,,1/27/2017 13:00,S NAVAJO ST / 1200 BLOCK W ALAMEDA AVE,3140161.0,1684199.0,-105.0018048,39.71087279,4.0,412.0,Athmar Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DISTRACTED-OTHER,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
123603,123604,2017159161.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2017 17:07,,3/9/2017 19:03,E DAKOTA AVE / S LOGAN ST,3145514.0,1683659.0,-104.9827892,39.70930825,3.0,312.0,Washington Park West,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123602,123603,2017159153.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2017 17:00,,3/9/2017 18:15,3400 BLOCK S MONACO ST,3165351.0,1663480.0,-104.9127466,39.65358121,3.0,323.0,Hampden,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123601,123602,2017159124.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2017 16:50,,54:00.0,400 BLOCK E COLFAX AVE,3145640.0,1694807.0,-104.98211540000001,39.73990971,6.0,623.0,Capitol Hill,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,WEST,CHANGING LANES,LANE VIOLATION,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123599,123600,2017140009.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 18:32,,3/1/2017 18:47,PARK AVEW / LAWRENCE ST,3143925.0,1700322.0,-104.98810320000001,39.75507602,6.0,612.0,Five Points,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,OTHER IMPROPER TURNS,NO APPARENT,  ,  ,NORTH,  ,  ,  ,OTHER,0.0,0.0,  ,  ,  ,  ,OTHER,0
123584,123585,2017139536.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 15:20,,3/1/2017 15:46,LEETSDALE DR / S HOLLY ST,3162548.0,1683031.0,-104.92225970000001,39.70730246,3.0,322.0,Washington Virginia Vale,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,SOUTHWEST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122640,122641,201775883.0,20177600000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/3/2017 7:50,,2/3/2017 8:14,16TH ST / WEWATTA ST,3139821.0,1699633.0,-105.00271299999999,39.75324718,6.0,612.0,Union Station,0.0,0.0,OTHER-NONCOLLISION,  ,OTHER-NONCOLLISION,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING U-TURN,OTHER IMPROPER TURNS,NO APPARENT,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122641,122642,201775906.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 8:04,,23:00.0,S MONACO ST / E VIRGINIA AVE,3165190.0,1683119.0,-104.9128676,39.70749753,3.0,322.0,Washington Virginia Vale,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,ICY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123598,123599,2017139952.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 18:06,,3/1/2017 18:06,E 11TH AVE / N QUEBEC ST,3167776.0,1692387.0,-104.9034602,39.73289366,2.0,223.0,Montclair,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123597,123598,2017139944.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 18:04,,3/1/2017 18:04,E 29TH AVE / N ULSTER ST,3170252.0,1701516.0,-104.8944405,39.75790924,5.0,512.0,Stapleton,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123596,123597,2017139929.0,201714000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/12/2017 10:30,,3/1/2017 18:02,I25 HWYNB / W 6TH AVE,3136918.0,1689574.0,-105.0132293,39.72567653,1.0,123.0,Baker,0.0,0.0,VEHICLE DEBRIS OR CARGO,  ,VEHICLE DEBRIS OR CARGO,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122642,122643,201775914.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,10:00.0,,2/3/2017 9:45,I25 HWYSB / E HAMPDEN AVE,3163746.0,1663287.0,-104.9184511,39.65307972,3.0,324.0,Southmoor Park,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,VEHICLE OVER 10000 LBS,SOUTH,CHANGING LANES,LANE VIOLATION,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
122635,122636,201759507.0,20176000000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 12:25,,08:00.0,E EXPOSITION AVE / S QUEBEC ST,3167833.0,1681819.0,-104.90350420000001,39.70388151,3.0,322.0,Washington Virginia Vale,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123604,123605,2017159167.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2017 17:12,,3/9/2017 17:12,900 BLOCK S ONEIDA ST,3166537.0,1680217.0,-104.9081473,39.69950696,3.0,322.0,Washington Virginia Vale,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,LANE VIOLATION,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER INEXPERIENCE,0
122634,122635,201759504.0,20176000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,27:00.0,,27:00.0,E COLFAX AVE / N TAMARAC ST,3170067.0,1695048.0,-104.89525159999998,39.74015697,2.0,223.0,East Colfax,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,  ,  ,HIT AND RUN UNKNOWN,EAST,SLOWING,OTHER,  ,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
